2theta,Intensity
29.02,14
29.04,12.6667
29.06,15.3333
29.08,10
29.1,10
29.12,10.6667
29.14,14
29.16,17.3333
29.18,9.33333
29.2,13.3333
29.22,18.6667
29.24,16.6667
29.26,18
29.28,18.6667
29.3,18.6667
29.32,24
29.34,26
29.36,33.3333
29.38,42.6667
29.4,55.3333
29.42,72
29.44,87.3333
29.46,102.667
29.48,102.667
29.5,100
29.52,92.6667
29.54,76.6667
29.56,56.6667
29.58,57.3333
29.6,41.3333
29.62,26
29.64,13.3333
29.66,16
29.68,16
29.7,14
29.72,16.6667
29.74,12.6667
29.76,10
29.78,13.3333
29.8,12.6667
29.82,10
29.84,8
29.86,10
29.88,10
29.9,8
29.92,7.33333
29.94,8
29.96,7.33333
29.98,9.33333
30,10
30.02,8
30.04,13.3333
30.06,10
30.08,9.33333
30.1,8
30.12,10
30.14,6.66667
30.16,12.6667
30.18,10.6667
30.2,9.33333
30.22,11.3333
30.24,13.3333
30.26,9.33333
30.28,6
30.3,8.66667
30.32,10
30.34,8.66667
30.36,6.66667
30.38,10
30.4,8
30.42,8.66667
30.44,10.6667
30.46,12.6667
30.48,12
30.5,8.66667
30.52,8.66667
30.54,10
30.56,8
30.58,8.66667
30.6,8
30.62,8.66667
30.64,7.33333
30.66,10.6667
30.68,14.6667
30.7,6.66667
30.72,6
30.74,5.33333
30.76,10
30.78,7.33333
30.8,8.66667
30.82,6
30.84,6.66667
30.86,11.3333
30.88,11.3333
30.9,7.33333
30.92,6
30.94,6.66667
30.96,7.33333
30.98,6
31,10.6667
31.02,9.33333
31.04,7.33333
31.06,10.6667
31.08,7.33333
31.1,5.33333
31.12,4.66667
31.14,10.6667
31.16,10.6667
31.18,10.6667
31.2,7.33333
31.22,8
31.24,11.3333
31.26,10.6667
31.28,8.66667
31.3,12
31.32,8
31.34,7.33333
31.36,7.33333
31.38,8
31.4,9.33333
31.42,10
31.44,10.6667
31.46,8
31.48,11.3333
31.5,14
31.52,17.3333
31.54,17.3333
31.56,18
31.58,23.3333
31.6,22.6667
31.62,30
