2theta,Intensity
29.76,9.33333
29.78,14
29.8,13.3333
29.82,12.6667
29.84,11.3333
29.86,9.33333
29.88,11.3333
29.9,11.3333
29.92,9.33333
29.94,12
29.96,12
29.98,12
30,14
30.02,15.3333
30.04,15.3333
30.06,8.66667
30.08,12.6667
30.1,12.6667
30.12,11.3333
30.14,9.33333
30.16,13.3333
30.18,16.6667
30.2,12
30.22,11.3333
30.24,12
30.26,13.3333
30.28,12.6667
30.3,12
30.32,17.3333
30.34,14.6667
30.36,12
30.38,14.6667
30.4,10
30.42,12
30.44,12.6667
30.46,13.3333
30.48,12.6667
30.5,10.6667
30.52,9.33333
30.54,7.33333
30.56,12.6667
30.58,13.3333
30.6,11.3333
30.62,9.33333
30.64,8
30.66,6.66667
30.68,13.3333
30.7,14
30.72,14
30.74,9.33333
30.76,13.3333
30.78,18.6667
30.8,16
30.82,10
30.84,9.33333
30.86,11.3333
30.88,9.33333
30.9,14
30.92,14.6667
30.94,12
30.96,12
30.98,10.6667
31,14
31.02,14.6667
31.04,10.6667
31.06,12
31.08,12
31.1,10
31.12,12
31.14,8.66667
31.16,10.6667
31.18,14.6667
31.2,12.6667
31.22,14
31.24,12
31.26,17.3333
31.28,22
31.3,20
31.32,22
31.34,22.6667
31.36,22
31.38,24.6667
31.4,26.6667
31.42,32.6667
31.44,30
31.46,28.6667
31.48,30
31.5,36
31.52,45.3333
31.54,47.3333
31.56,46
31.58,48.6667
31.6,62.6667
31.62,83.3333
31.64,94
31.66,108
31.68,133.333
31.7,153.333
31.72,181.333
31.74,210
31.76,232.667
31.78,279.333
31.8,316
31.82,367.333
31.84,396.667
31.86,431.333
31.88,400
31.9,360
31.92,313.333
31.94,252
31.96,201.333
31.98,158
32,106
32.02,75.3333
32.04,54
32.06,42
32.08,42.6667
32.1,36
32.12,32.6667
32.14,26.6667
32.16,23.3333
32.18,25.3333
32.2,20
32.22,24
32.24,23.3333
32.26,16
32.28,16.6667
32.3,10.6667
32.32,12
32.34,10
32.36,12
32.38,12.6667
32.4,13.3333
32.42,18.6667
32.44,17.3333
32.46,13.3333
32.48,11.3333
32.5,13.3333
32.52,14
32.54,12.6667
32.56,13.3333
32.58,12.6667
32.6,10.6667
32.62,13.3333
32.64,14
32.66,14
32.68,14.6667
32.7,14
32.72,12
32.74,11.3333
32.76,12
32.78,14
32.8,17.3333
32.82,16
32.84,19.3333
32.86,18
32.88,18
32.9,15.3333
32.92,13.3333
32.94,14.6667
32.96,12.6667
32.98,16
33,16.6667
33.02,14
33.04,16.6667
33.06,14
33.08,18
33.1,19.3333
33.12,18
33.14,18.6667
33.16,21.3333
33.18,18.6667
33.2,21.3333
33.22,32.6667
33.24,30.6667
33.26,23.3333
33.28,24.6667
33.3,32.6667
33.32,36
33.34,42
33.36,43.3333
33.38,37.3333
33.4,35.3333
33.42,39.3333
33.44,41.3333
33.46,38
33.48,35.3333
33.5,34.6667
33.52,36
33.54,42.6667
33.56,41.3333
33.58,45.3333
33.6,54
33.62,57.3333
33.64,67.3333
33.66,80.6667
33.68,109.333
33.7,142
33.72,171.333
33.74,204.667
33.76,238
33.78,241.333
33.8,244.667
33.82,236.667
33.84,211.333
33.86,179.333
33.88,148
33.9,131.333
33.92,111.333
33.94,81.3333
33.96,62
33.98,58
34,46.6667
34.02,38
34.04,44
34.06,42
34.08,40.6667
34.1,46
34.12,55.3333
34.14,66.6667
34.16,76
34.18,92
34.2,114.667
34.22,136
34.24,149.333
34.26,176
34.28,215.333
34.3,244.667
34.32,294
34.34,370
34.36,418.667
